,Rating,Title,Content,Author Name,Date,Year
0,8.0,"""This is vehicular warfare.""","""This is vehicular warfare.""",Al_The_Strange,2013-05-24,2013
1,8.0,A big movie and a fun time!,A big movie and a fun time!,pablo2896,2013-05-24,2013
4,7.0,Movin' on up!,Movin' on up!,moviewizguy,2013-05-16,2013
6,7.0,"As if a Tank wasn't enough, they got a Plane too","As if a Tank wasn't enough, they got a Plane too",KrazzyDJ,2013-05-26,2013
8,6.0,Indeed a guy's movie...,Indeed a guy's movie...,paul_haakonsen,2013-09-01,2013
9,9.0,"Hail, hail the gang's all here - but now minus one","Hail, hail the gang's all here - but now minus one",gradyharp,2013-12-12,2013
10,7.0,12 years after the first outing and the franchise is unrecognisable - which is a good thing,12 years after the first outing and the franchise is unrecognisable - which is a good thing,zentertainmentweeklydotcom,2013-05-21,2013
11,9.0,Incredible! Thoroughly enjoyable!,Incredible! Thoroughly enjoyable!,fritzlang,2013-05-21,2013
13,5.0,Did the director go on holiday for the last third of the film and hand his directing duties to a 12 year old kid?,Did the director go on holiday for the last third of the film and hand his directing duties to a 12 year old kid?,carl-walster,2013-05-20,2013
14,6.0,A fun addition to the franchise,A fun addition to the franchise,paulsrobinson,2013-05-19,2013
15,7.0,Fast and Furious 6 review,Fast and Furious 6 review,whoa17,2013-05-24,2013
18,7.0,Fuious 6,Fuious 6,edwardscissorhands123,2013-06-04,2013
19,10.0,Film of the year,Film of the year,losangcodbazzinga,2013-05-22,2013
21,7.0,"An Adrenaline-Fueled Action Ride, and a Good One at that.","An Adrenaline-Fueled Action Ride, and a Good One at that.",Papatheodorou,2013-07-06,2013
22,8.0,Bold imagination and beautiful execution of some of the most exhilarating car chases ever done on film make this the unequivocal franchise best thus far,Bold imagination and beautiful execution of some of the most exhilarating car chases ever done on film make this the unequivocal franchise best thus far,moviexclusive,2013-05-21,2013
23,7.0,"Fast 6, Fast but not quite as Furious as the previous outing","Fast 6, Fast but not quite as Furious as the previous outing",j-pryde,2013-05-19,2013
24,2.0,You shouldn't watch this movie if:,You shouldn't watch this movie if:,jedimaster_yoda,2013-06-10,2013
25,7.0,Level of Absurdity,Level of Absurdity,billygoat1071,2013-05-25,2013
27,6.0,Quirky humor and insane set pieces overcome its shoddy plot,Quirky humor and insane set pieces overcome its shoddy plot,quincytheodore,2013-05-23,2013
28,6.0,Loads of Action!,Loads of Action!,leonblackwood,2013-09-22,2013
29,8.0,In life Speed and Family are the two best things,In life Speed and Family are the two best things,buiredintime,2013-05-14,2013
30,7.0,Fast & Furious hasn't ran out of gas yet. Seems like it is just getting started.,Fast & Furious hasn't ran out of gas yet. Seems like it is just getting started.,ironhorse_iv,2013-05-28,2013
31,8.0,Definitely Fast and Definitely Furious,Definitely Fast and Definitely Furious,champjohnson29,2013-05-27,2013
34,6.0,The most ridiculous and over the top installment in this franchise,The most ridiculous and over the top installment in this franchise,KineticSeoul,2013-06-20,2013
35,5.0,Disappointment even for the mildest F&F fan,Disappointment even for the mildest F&F fan,tony_pop_1,2013-05-20,2013
36,6.0,Watch it with half the brain you used to watch Fast Five with,Watch it with half the brain you used to watch Fast Five with,arnieiam,2013-06-04,2013
39,8.0,Pure Entertainment,Pure Entertainment,bob-rutzel-1,2013-12-15,2013
41,10.0,Thrill ride par excellence,Thrill ride par excellence,achyutaghosh,2013-05-23,2013
43,7.0,A surprisingly enjoyable film.,A surprisingly enjoyable film.,roger-pettit1,2013-05-20,2013
44,9.0,Pretty ace film!,Pretty ace film!,vengeance20,2013-05-21,2013
45,7.0,Just another evolution of the series not the revolution,Just another evolution of the series not the revolution,visheshvijay,2013-08-04,2013
46,2.0,This is an opinion review,This is an opinion review,dewetnmail,2013-07-27,2013
51,8.0,"Fast Cars, Tanks and Planes Oh My","Fast Cars, Tanks and Planes Oh My",Terryfan,2013-12-31,2013
53,10.0,Back to the roots!,Back to the roots!,vausma,2013-05-24,2013
54,6.0,"You get what you expect, as long as you don't expect much","You get what you expect, as long as you don't expect much",Engenius,2013-06-11,2013
55,10.0,Action Franchise Isn't Out of Gas Yet,Action Franchise Isn't Out of Gas Yet,hypestyle,2013-05-25,2013
56,7.0,"It's dumb fun, and proud of it.","It's dumb fun, and proud of it.",Christian_Dimartino,2013-05-27,2013
57,3.0,"Brainless and Overrated, with the Longest Take-off Strip of the World","Brainless and Overrated, with the Longest Take-off Strip of the World",claudio_carvalho,2013-09-29,2013
58,7.0,"High volatile action, cool car chases and strong performances by entire star cast makes it a commendable watch","High volatile action, cool car chases and strong performances by entire star cast makes it a commendable watch",ketgup83,2013-07-06,2013
59,7.0,Mind Blowing,Mind Blowing,CaptKeshav,2013-05-27,2013
60,7.0,Ride or Die,Ride or Die,yusuf1976,2013-05-24,2013
62,6.0,Two bald men have a bromance!,Two bald men have a bromance!,sandiglendinning,2013-06-16,2013
63,9.0,Amazingly faster and more furious than ever,Amazingly faster and more furious than ever,OJT,2013-05-13,2013
64,7.0,"Simple, kinda solid and a hole lot of crazy action... Needs more Diesel!","Simple, kinda solid and a hole lot of crazy action... Needs more Diesel!",notaufo,2013-05-23,2013
66,7.0,Action Overdose,Action Overdose,killgamers,2013-07-07,2013
67,5.0,I don't get how this and the previous installment were so well received. They're utterly stupid.,I don't get how this and the previous installment were so well received. They're utterly stupid.,zetes,2013-06-02,2013
69,7.0,"As if swanky cars weren't enough, Fast and Furious now have 'Tank' rampaging the roads—and, you are in for one hell of a ride!","As if swanky cars weren't enough, Fast and Furious now have 'Tank' rampaging the roads—and, you are in for one hell of a ride!",YasheshJ,2013-05-26,2013
70,7.0,Did not disappoint.,Did not disappoint.,Ksmithbrewer001-603-535593,2013-06-09,2013
72,7.0,"Fast Paced Action, Furious Storyline","Fast Paced Action, Furious Storyline",poet512,2013-06-13,2013
73,9.0,Fast & Furious 6 Movie Review By Andrew Brauer,Fast & Furious 6 Movie Review By Andrew Brauer,andrewbrauer96,2013-11-24,2013
74,7.0,The 25+ mile long runway....,The 25+ mile long runway....,FlashCallahan,2013-07-14,2013
77,1.0,Why don't they make something different ? Always the same old.,Why don't they make something different ? Always the same old.,prabhat_kataria,2013-05-24,2013
78,7.0,The Best One Yet!,The Best One Yet!,jagsports01,2013-05-28,2013
81,8.0,What a great surprise!,What a great surprise!,lucena-neto,2013-05-25,2013
82,7.0,The coolest gang is back !,The coolest gang is back !,iamshauryataneja,2013-06-03,2013
83,8.0,Totally worth it! and gets you ready for Fast 7..,Totally worth it! and gets you ready for Fast 7..,thatsmydesire-80-641565,2013-05-25,2013
84,7.0,"Hard To Believe, But Who Comes to These Movies for a Plot?","Hard To Believe, But Who Comes to These Movies for a Plot?",georgeislive21,2013-12-29,2013
85,8.0,Kept me at the edge of my seat,Kept me at the edge of my seat,tzmmalaysia,2013-05-27,2013
87,3.0,"My 12 year old brother enjoyed this film, I, however, did not.","My 12 year old brother enjoyed this film, I, however, did not.",matthew-lee-ward14,2013-05-22,2013
88,7.0,Just A Bad Film,Just A Bad Film,megaknocker,2013-06-22,2013
90,7.0,Perfect Recipe for a summer blockbuster,Perfect Recipe for a summer blockbuster,alexander-khalkho,2013-11-08,2013
91,7.0,"Just for entertainment, nothing more","Just for entertainment, nothing more",aldri-feb,2013-05-23,2013
93,6.0,Disappointed by this installment of the series,Disappointed by this installment of the series,de-vaughn-elledge,2013-05-29,2013
95,7.0,"Fun, Fast, Family Filim","Fun, Fast, Family Filim",s_hamilton_32,2013-05-29,2013
96,8.0,Contains what we loved from the first movies....Street racing!,Contains what we loved from the first movies....Street racing!,sander123-548-869941,2013-05-25,2013
97,7.0,Fast Furious 6,Fast Furious 6,anay-mishra1990,2013-05-25,2013
98,3.0,Utterly Ridiculous,Utterly Ridiculous,brillig-2,2013-05-29,2013
99,7.0,Furious entertainment unleashed by cars and stars,Furious entertainment unleashed by cars and stars,kunalkhandwala,2013-06-01,2013
100,6.0,"It is what it is - 5,9/10","It is what it is - 5,9/10",yaldish,2013-05-24,2013
101,7.0,Faster Than the rest of the franchise !!!,Faster Than the rest of the franchise !!!,Tripmoh,2013-07-08,2013
102,6.0,"Same old, same old","Same old, same old",lewisboreham,2013-05-28,2013
103,9.0,Fantastic movie from an almost died-out franchise,Fantastic movie from an almost died-out franchise,Ginnysababe,2013-06-09,2013
104,7.0,Lots of action but too much punching and kicking,Lots of action but too much punching and kicking,phd_travel,2013-05-30,2013
105,10.0,Fast & Furious 6,Fast & Furious 6,koolerkid1357,2013-07-15,2013
106,7.0,"It did not let the franchise down, Fun, action, speed...","It did not let the franchise down, Fun, action, speed...",emeraldorc,2013-06-09,2013
107,10.0,Brilliant,Brilliant,drewconnor,2013-12-04,2013
108,7.0,Every sequel has been a little better than the last!,Every sequel has been a little better than the last!,Hellmant,2013-05-29,2013
109,1.0,7 out of 10?! What is wrong with you people?,7 out of 10?! What is wrong with you people?,kozansahin,2013-09-18,2013
110,7.0,vertigo thrilling stronger sequel,vertigo thrilling stronger sequel,rightwingisevil,2013-05-19,2013
113,6.0,Auto fans will be disappointed,Auto fans will be disappointed,rothj06,2013-06-02,2013
114,10.0,Outstanding Awesome film FUN,Outstanding Awesome film FUN,Vin_Diesel_Forever,2013-05-28,2013
116,10.0,Portion of 'Fast & Furious 6' DVD sales to benefit Paul Walker's charity,Portion of 'Fast & Furious 6' DVD sales to benefit Paul Walker's charity,dapne2,2013-12-03,2013
117,7.0,The Best Fast & Furious Yet!,The Best Fast & Furious Yet!,Rebel_With_A_Cause_94,2013-06-01,2013
118,8.0,woo!!!!! fast,woo!!!!! fast,bhatia_shaurya,2013-05-24,2013
120,1.0,Did a monkey get access to a typewriter again?,Did a monkey get access to a typewriter again?,mwburrows,2013-06-17,2013
124,6.0,Fast & Furious 6,Fast & Furious 6,phubbs,2013-09-28,2013
126,7.0,Fast and Furious 6 (Film Appreciation),Fast and Furious 6 (Film Appreciation),bigeflockhart51,2013-05-29,2013
128,7.0,One of the best F&F with good story,One of the best F&F with good story,phadvijayanand,2013-07-07,2013
130,6.0,The Vidiot Reviews,The Vidiot Reviews,capone666,2013-12-12,2013
131,4.0,Last third of the movie went from bad to worse.,Last third of the movie went from bad to worse.,nicperreau1710,2013-05-26,2013
132,6.0,Good Fun,Good Fun,ginga145,2013-06-14,2013
133,6.0,Bring back the nostalgia,Bring back the nostalgia,loganbentley,2013-12-10,2013
134,6.0,Not as good as the previous...,Not as good as the previous...,Thanos_Alfie,2013-11-19,2013
137,9.0,Fast cars!! Girls!!! Total Chaos!!! Y do we luv this franchise again??,Fast cars!! Girls!!! Total Chaos!!! Y do we luv this franchise again??,sriramsrinivasan91-314-830752,2013-12-27,2013
139,9.0,***k yeah that's the way its done baby !!,***k yeah that's the way its done baby !!,mishra-abhijeet28,2013-05-26,2013
141,3.0,Idle 'Furious' needs a tuneup,Idle 'Furious' needs a tuneup,gregeichelberger,2013-05-26,2013
145,9.0,Ridiculously entertaining!,Ridiculously entertaining!,joshrortiz,2013-05-27,2013
147,9.0,Surprising villain / Diesel & Rock / Fast 7,Surprising villain / Diesel & Rock / Fast 7,nicolas-144,2013-05-28,2013
148,6.0,"Good, not great","Good, not great",ryan_dme3,2013-06-10,2013
149,8.0,Well Packed Action-Comedy-Consistency,Well Packed Action-Comedy-Consistency,andrarizvia,2013-05-27,2013
151,1.0,"Goodbye racing franchise, hello action movie #994338539853945857395873487589","Goodbye racing franchise, hello action movie #994338539853945857395873487589",thbiz,2013-06-01,2013
154,7.0,Silly but fun movie,Silly but fun movie,novatone,2013-07-14,2013
155,10.0,The Best F & F Ever!!!,The Best F & F Ever!!!,thameswayer,2013-05-31,2013
156,6.0,Direction Full of Flaws,Direction Full of Flaws,ravikishore009,2013-05-30,2013
157,8.0,The 'Fast & Furious' franchise getting better and better,The 'Fast & Furious' franchise getting better and better,Reno-Rangan,2013-11-16,2013
158,7.0,Never a bad thing when a franchise can get better and better every movie.,Never a bad thing when a franchise can get better and better every movie.,TheSoFlyGuy1359,2013-05-25,2013
159,8.0,Fast paced ride,Fast paced ride,shraysharma85,2013-05-25,2013
160,7.0,"Good action movie, but doesn't fully live up to its past","Good action movie, but doesn't fully live up to its past",regula1,2013-05-24,2013
161,1.0,Flat and Farcical 6,Flat and Farcical 6,simply-232-561758,2013-06-11,2013
162,7.0,Fast cop cars??,Fast cop cars??,cybercooky,2013-09-05,2013
163,6.0,Too Fast To Remember...,Too Fast To Remember...,andre_rox99,2013-06-08,2013
164,6.0,Some thoughts...,Some thoughts...,artistgp,2013-06-07,2013
165,10.0,Connections,Connections,simsjr88,2013-05-25,2013
167,9.0,One extra point for leading the way in human decency,One extra point for leading the way in human decency,scasey,2013-09-02,2013
169,10.0,very good,very good,varma333,2013-05-25,2013
170,7.0,I'm going to be very straightforward,I'm going to be very straightforward,bugus92,2013-07-08,2013
171,2.0,Gone in 60 Secs...,Gone in 60 Secs...,wtfboomheadshot1337,2013-06-06,2013
172,7.0,The climax of this movie on the airport runway . . .,The climax of this movie on the airport runway . . .,tadpole-596-918256,2013-06-19,2013
174,6.0,They Tried!!,They Tried!!,itrini123,2013-07-22,2013
175,10.0,I loved it,I loved it,derekholloway,2013-07-18,2013
176,6.0,Fast & Furious 6,Fast & Furious 6,lasttimeisaw,2013-07-31,2013
177,8.0,Great action but a weak storyline (Spoiler Alert!),Great action but a weak storyline (Spoiler Alert!),Kartik_Kumar_Agarwal,2013-05-25,2013
178,7.0,Justin Lin's Fast & Furious 6 (2013),Justin Lin's Fast & Furious 6 (2013),TheDelusionist,2013-05-31,2013
179,9.0,"Fast Five reignited this series, Fast & Furious 6 has taken it even further.","Fast Five reignited this series, Fast & Furious 6 has taken it even further.",slicedbread117,2013-08-29,2013
184,6.0,the movie,the movie,suprer_badboy_19,2013-07-08,2013
185,10.0,Superb,Superb,ewgeniy,2013-07-23,2013
186,6.0,Solid action movie!,Solid action movie!,beyonder-3,2013-09-17,2013
187,8.0,Just when we thought that it couldn't get bigger,Just when we thought that it couldn't get bigger,damh_frikinlater,2013-05-23,2013
189,10.0,"The Fastest, and The Most Furious!","The Fastest, and The Most Furious!",go2dean,2013-05-25,2013
190,6.0,Worth the ticket,Worth the ticket,athena24,2013-06-15,2013
191,1.0,"""Seems legit.""","""Seems legit.""",justtrolling,2013-05-31,2013
192,7.0,"A Brainless, Souped-Up Guilty Pleasure","A Brainless, Souped-Up Guilty Pleasure",britishdominion,2013-08-21,2013
194,6.0,Very wild,Very wild,varghesejunior,2013-06-02,2013
195,8.0,Fast and Furious 6,Fast and Furious 6,jaesqueda,2013-05-26,2013
196,6.0,Go watch it and get your testosterone pumped.,Go watch it and get your testosterone pumped.,the_pious_satan,2013-05-25,2013
197,8.0,Looking Forward to The Sequel,Looking Forward to The Sequel,lewisfindley3,2013-09-23,2013
198,7.0,Just like F&F5,Just like F&F5,dschlatter,2013-05-24,2013
199,8.0,A spectacular action fest with emotional depth,A spectacular action fest with emotional depth,vishalsmail33,2013-05-23,2013
201,1.0,Whatever active brain cells I had left is now ... blip,Whatever active brain cells I had left is now ... blip,dparan,2013-06-12,2013
203,6.0,Lives Up to the Title Perfectly,Lives Up to the Title Perfectly,dutchs-1,2013-06-12,2013
204,7.0,Movie is good but not great,Movie is good but not great,wajahat-ghazali,2013-05-29,2013
206,6.0,Script is a little dull and lifeless,Script is a little dull and lifeless,jpfloydster,2013-12-21,2013
208,6.0,Dom is at it again,Dom is at it again,LloydBayer,2013-09-08,2013
211,1.0,You will love this movie... if you're 12 years old,You will love this movie... if you're 12 years old,diniz-702-167623,2013-06-03,2013
212,7.0,ride on the 6th gear.....,ride on the 6th gear.....,asu-ray20,2013-05-29,2013
218,7.0,Exaggerated Villains....,Exaggerated Villains....,adhipar,2013-05-27,2013
221,2.0,Unbelievable how this movie has such a high rating.,Unbelievable how this movie has such a high rating.,shinwano,2013-06-16,2013
222,6.0,Boom Boom bam bam!,Boom Boom bam bam!,farhad-cfc,2013-07-07,2013
224,7.0,"""Furious 6"" Review","""Furious 6"" Review",TheConnoisseurReviews,2013-05-29,2013
226,7.0,Super fun but very OTT,Super fun but very OTT,jjgooner,2013-07-06,2013
227,10.0,4 Thumbs Up and a See Again,4 Thumbs Up and a See Again,iMovieCritic-666-701399,2013-05-21,2013
231,1.0,terrible,terrible,vardown,2013-07-09,2013
232,7.0,Worth a watch for Dom and Brian,Worth a watch for Dom and Brian,ankitbahri,2013-05-31,2013
236,6.0,Above average below expectations,Above average below expectations,ravi_maniyar_2007,2013-06-03,2013
239,8.0,Good but not the best,Good but not the best,ty-jensen,2013-12-23,2013
241,3.0,Lame to say the least,Lame to say the least,edwardo-walsh,2013-05-24,2013
243,7.0,Amazing furious,Amazing furious,murgy86,2013-09-24,2013
245,10.0,Fast 6 & Extra Details,Fast 6 & Extra Details,kyle-foster23,2013-05-24,2013
247,8.0,"Telegraphed, and I loved every moment!","Telegraphed, and I loved every moment!",Solarwinds78,2013-05-31,2013
248,6.0,Finally feelings took over the muscles,Finally feelings took over the muscles,eatakmakova,2013-12-30,2013
251,1.0,Most overrated film since the Avengers,Most overrated film since the Avengers,GodofGSXR1977,2013-09-08,2013
255,8.0,Growing it shall,Growing it shall,texzhd,2013-07-31,2013
256,6.0,Fast and Dubious 6,Fast and Dubious 6,Rob_Taylor,2013-07-22,2013
257,8.0,Easily worth the price of admission,Easily worth the price of admission,jackmeat,2013-05-28,2013
260,7.0,Think 'Ocean's Eleven' on Red Bull,Think 'Ocean's Eleven' on Red Bull,Fluke_Skywalker,2013-05-25,2013
261,1.0,This sucked,This sucked,al-742-113866,2013-07-19,2013
262,7.0,"Good fun, as far as you don't compare it to Fast Five","Good fun, as far as you don't compare it to Fast Five",sanjna-polamarasetty,2013-06-09,2013
263,6.0,Same movie over and over again,Same movie over and over again,jpc8024-956-993529,2013-05-28,2013
264,8.0,From guilty pleasure to quality heist film!,From guilty pleasure to quality heist film!,drew_atreides,2013-08-23,2013
266,10.0,Best of the series!!!,Best of the series!!!,colleen_adrian73,2013-05-28,2013
268,8.0,Money well spent and waiting for the next part :),Money well spent and waiting for the next part :),patial93,2013-05-26,2013
269,6.0,Fast & Furious 6,Fast & Furious 6,mrmovie-693-938325,2013-05-24,2013
270,5.0,"They started out defying traffic laws, now they defy gravity laws.","They started out defying traffic laws, now they defy gravity laws.",gee_lok,2013-05-18,2013
271,6.0,London Baby!,London Baby!,freemantle_uk,2013-05-31,2013
272,7.0,Fast & Furious 6 (U/A) English ---------- my Rating : ★★★½ CHASING SCENES WERE BREATHTAKING,Fast & Furious 6 (U/A) English ---------- my Rating : ★★★½ CHASING SCENES WERE BREATHTAKING,yunusitboss,2013-08-04,2013
274,10.0,Ride or Die Remember,Ride or Die Remember,nikola17,2013-08-23,2013
276,8.0,This movie is the best yet.,This movie is the best yet.,sidrah-harcourt,2013-09-04,2013
277,10.0,"Leave your brain at home and ENJOY THE RIDE, 'cause you will!","Leave your brain at home and ENJOY THE RIDE, 'cause you will!",gangstah_vino,2013-05-25,2013
278,2.0,The plot gets thick,The plot gets thick,mixacase,2013-09-02,2013
280,10.0,"Just one word, Breathless!","Just one word, Breathless!",killferd,2013-09-21,2013
281,8.0,Not as bad as you people think.,Not as bad as you people think.,mbh42498,2013-06-15,2013
282,3.0,bullshit,bullshit,cheekapoppike,2013-06-24,2013
283,10.0,This is how fun movies should be,This is how fun movies should be,Maniac-9,2013-05-28,2013
284,10.0,They get better as they come! On to number 7!,They get better as they come! On to number 7!,ferrarirocks,2013-05-30,2013
285,8.0,Love these movies,Love these movies,tinovalkki,2013-07-04,2013
286,5.0,A lost opportunity.,A lost opportunity.,Krennex,2013-05-25,2013
287,10.0,A Scoop of Awesome with sprinkles of greatness! A topping of delicious action packed goodness!,A Scoop of Awesome with sprinkles of greatness! A topping of delicious action packed goodness!,jsphillips831,2013-06-18,2013
288,8.0,Extremely entertaining !!!,Extremely entertaining !!!,saniakhan20,2013-06-12,2013
289,8.0,Exceptional Movie With One Anachronism,Exceptional Movie With One Anachronism,hdalby33,2013-08-25,2013
290,4.0,"Action-filled, badly scripted, probably enough to entertain a child...","Action-filled, badly scripted, probably enough to entertain a child...",rhyskjones,2013-05-27,2013
291,8.0,A guilty pleasure.,A guilty pleasure.,Troy_Campbell,2013-06-06,2013
